	user_emb_id	gender	age	occupation	zipcode	age_desc	occ_desc
3310	3310	M	25	4	90039	25-34	college/grad student
3311	3311	F	18	4	90039	18-24	college/grad student
3312	3312	M	35	20	90292	35-44	writer
3313	3313	M	25	7	06516	25-34	executive/managerial
3314	3314	M	25	12	78731	25-34	programmer
3315	3315	M	1	19	92557	Under 18	unemployed
3316	3316	M	25	4	78705	25-34	college/grad student
3317	3317	M	56	13	30047	56+	retired
3318	3318	F	56	13	92308	56+	retired
3319	3319	M	25	1	56082	25-34	academic/educator
3320	3320	M	35	1	95380	35-44	academic/educator
3321	3321	F	18	4	68516	18-24	college/grad student
3322	3322	M	35	14	11784	35-44	sales/marketing
3323	3323	M	35	17	48083	35-44	technician/engineer
3324	3324	F	35	14	39180	35-44	sales/marketing
3325	3325	M	45	7	64138	45-49	executive/managerial
3326	3326	M	18	12	91423	18-24	programmer
3327	3327	M	56	19	91790-1161	56+	unemployed
3328	3328	M	50	18	72601	50-55	tradesman/craftsman
3329	3329	F	35	1	47933	35-44	academic/educator
3330	3330	F	25	7	06854	25-34	executive/managerial
3331	3331	M	25	7	06854	25-34	executive/managerial
3332	3332	M	18	16	29404-2205	18-24	self-employed
3333	3333	M	35	0	09142	35-44	other or not specified
3334	3334	M	25	0	10023	25-34	other or not specified
3335	3335	M	35	17	93436	35-44	technician/engineer
3336	3336	M	25	4	97214	25-34	college/grad student
3337	3337	M	45	16	08053	45-49	self-employed
3338	3338	M	25	17	44118	25-34	technician/engineer
3339	3339	M	45	16	48097	45-49	self-employed
3340	3340	M	25	20	91730	25-34	writer
3341	3341	F	25	5	92705	25-34	customer service
3342	3342	F	18	4	79912	18-24	college/grad student
3343	3343	M	35	0	08902	35-44	other or not specified
3344	3344	M	25	7	18655	25-34	executive/managerial
3345	3345	M	35	7	54016	35-44	executive/managerial
3346	3346	F	35	7	91362	35-44	executive/managerial
3347	3347	M	45	16	94546	45-49	self-employed
3348	3348	F	18	4	92054	18-24	college/grad student
3349	3349	F	18	0	20815	18-24	other or not specified
3350	3350	F	18	5	92870	18-24	customer service
3351	3351	M	35	0	30533	35-44	other or not specified
3352	3352	M	35	17	92688	35-44	technician/engineer
3353	3353	M	25	7	18615	25-34	executive/managerial
3354	3354	M	25	1	400060	25-34	academic/educator
3355	3355	M	35	7	95031	35-44	executive/managerial
3356	3356	M	25	18	64055	25-34	tradesman/craftsman
3357	3357	F	25	1	91790	25-34	academic/educator
3358	3358	M	25	20	22936	25-34	writer
3359	3359	F	25	0	92646	25-34	other or not specified
3360	3360	M	25	4	91790	25-34	college/grad student
3361	3361	F	25	0	90212	25-34	other or not specified
3362	3362	F	35	9	04046	35-44	homemaker
3363	3363	M	56	13	17033	56+	retired
3364	3364	M	50	17	23059	50-55	technician/engineer
3365	3365	M	35	14	08750	35-44	sales/marketing
3366	3366	M	50	16	10025	50-55	self-employed
3367	3367	M	25	14	55435	25-34	sales/marketing
3368	3368	M	45	18	14701	45-49	tradesman/craftsman
3369	3369	M	18	4	92833	18-24	college/grad student
3370	3370	M	25	2	55405	25-34	artist
3371	3371	M	56	13	55118	56+	retired
3372	3372	M	18	16	94709	18-24	self-employed
3373	3373	M	35	5	64801	35-44	customer service
3374	3374	M	25	4	89193	25-34	college/grad student
3375	3375	M	35	16	10803	35-44	self-employed
3376	3376	M	25	17	03570	25-34	technician/engineer
3377	3377	M	18	4	48135	18-24	college/grad student
3378	3378	M	35	1	20037	35-44	academic/educator
3379	3379	M	50	0	20815	50-55	other or not specified
3380	3380	M	25	0	96671	25-34	other or not specified
3381	3381	F	1	10	55305	Under 18	K-12 student
3382	3382	M	56	16	03070	56+	self-employed
3383	3383	M	35	7	91304	35-44	executive/managerial
3384	3384	F	25	9	32212	25-34	homemaker
3385	3385	M	18	4	55414	18-24	college/grad student
3386	3386	M	18	1	94706	18-24	academic/educator
3387	3387	F	25	1	92646	25-34	academic/educator
3388	3388	M	18	0	13603	18-24	other or not specified
3389	3389	F	45	20	02476	45-49	writer
3390	3390	M	18	4	48135	18-24	college/grad student
3391	3391	M	50	6	08108	50-55	doctor/health care
3392	3392	M	35	12	60563	35-44	programmer
3393	3393	M	35	7	90069	35-44	executive/managerial
3394	3394	M	25	7	02134	25-34	executive/managerial
3395	3395	M	25	12	15217	25-34	programmer
3396	3396	M	25	5	55414	25-34	customer service
3397	3397	M	18	20	30033	18-24	writer
3398	3398	M	25	4	14623	25-34	college/grad student
3399	3399	M	25	14	08742	25-34	sales/marketing
3400	3400	M	35	7	76109	35-44	executive/managerial
3401	3401	M	35	20	30306	35-44	writer
3402	3402	M	35	5	48342	35-44	customer service
3403	3403	M	25	8	95380	25-34	farmer
3404	3404	M	35	14	92084	35-44	sales/marketing
3405	3405	F	25	7	85214	25-34	executive/managerial
3406	3406	F	45	5	60050	45-49	customer service
3407	3407	M	25	17	14830	25-34	technician/engineer
3408	3408	M	25	4	48127	25-34	college/grad student
3409	3409	M	35	1	20653	35-44	academic/educator
3410	3410	M	18	4	02139	18-24	college/grad student
3411	3411	M	25	18	85213	25-34	tradesman/craftsman
3412	3412	F	25	17	92084	25-34	technician/engineer
3413	3413	M	25	17	75146	25-34	technician/engineer
3414	3414	M	35	7	80129	35-44	executive/managerial
3415	3415	M	25	12	20850	25-34	programmer
3416	3416	F	18	2	14616	18-24	artist
3417	3417	F	18	3	22305	18-24	clerical/admin
3418	3418	M	45	1	16801	45-49	academic/educator
3419	3419	F	25	7	48105	25-34	executive/managerial
3420	3420	M	45	7	94501	45-49	executive/managerial
3421	3421	M	25	5	43221	25-34	customer service
3422	3422	M	25	7	84088	25-34	executive/managerial
3423	3423	M	25	6	92111	25-34	doctor/health care
3424	3424	M	18	20	48135	18-24	writer
3425	3425	M	25	20	90046	25-34	writer
3426	3426	M	25	14	78267	25-34	sales/marketing
3427	3427	M	45	1	47933	45-49	academic/educator
3428	3428	F	25	7	94602	25-34	executive/managerial
3429	3429	F	45	1	15208	45-49	academic/educator
3430	3430	F	45	6	48867	45-49	doctor/health care
3431	3431	M	25	12	27410	25-34	programmer
3432	3432	M	18	12	55113	18-24	programmer
3433	3433	M	18	4	48867	18-24	college/grad student
3434	3434	M	45	1	48867	45-49	academic/educator
3435	3435	M	35	0	98503	35-44	other or not specified
3436	3436	F	25	0	37203	25-34	other or not specified
3437	3437	F	25	0	78735	25-34	other or not specified
3438	3438	M	18	17	76116	18-24	technician/engineer
3439	3439	M	56	17	32822	56+	technician/engineer
3440	3440	F	25	14	94109	25-34	sales/marketing
3441	3441	M	18	12	20878	18-24	programmer
3442	3442	F	35	17	48219	35-44	technician/engineer
3443	3443	M	50	14	33401	50-55	sales/marketing
3444	3444	F	35	20	92009	35-44	writer
3445	3445	M	25	7	30620	25-34	executive/managerial
3446	3446	M	25	12	94131	25-34	programmer
3447	3447	F	18	3	60640	18-24	clerical/admin
3448	3448	M	25	14	02142	25-34	sales/marketing
3449	3449	M	25	5	78251	25-34	customer service
3450	3450	F	25	11	94117	25-34	lawyer
3451	3451	M	25	14	07702	25-34	sales/marketing
3452	3452	M	35	7	07981	35-44	executive/managerial
3453	3453	M	18	0	92122	18-24	other or not specified
3454	3454	F	25	0	07701	25-34	other or not specified
3455	3455	M	25	17	54401	25-34	technician/engineer
3456	3456	M	25	20	19083	25-34	writer
3457	3457	M	45	0	02131	45-49	other or not specified
3458	3458	M	18	4	76266	18-24	college/grad student
3459	3459	M	1	4	10012	Under 18	college/grad student
3460	3460	M	35	0	95409	35-44	other or not specified
3461	3461	F	25	4	73160	25-34	college/grad student
3462	3462	M	25	15	80301	25-34	scientist
3463	3463	F	25	14	78251	25-34	sales/marketing
3464	3464	M	25	14	45383	25-34	sales/marketing
3465	3465	M	25	14	94306	25-34	sales/marketing
3466	3466	M	25	14	55421	25-34	sales/marketing
3467	3467	M	25	20	94546	25-34	writer
3468	3468	M	45	17	02176	45-49	technician/engineer
3469	3469	M	35	17	49887	35-44	technician/engineer
3470	3470	M	18	4	80302	18-24	college/grad student
3471	3471	M	25	6	33156	25-34	doctor/health care
3472	3472	F	35	16	02472	35-44	self-employed
3473	3473	M	35	11	10538	35-44	lawyer
3474	3474	M	25	14	33133	25-34	sales/marketing
3475	3475	M	50	0	44126	50-55	other or not specified
3476	3476	F	50	1	10024	50-55	academic/educator
3477	3477	M	25	7	10019	25-34	executive/managerial
3478	3478	M	18	4	78626	18-24	college/grad student
3479	3479	M	25	0	59405	25-34	other or not specified
3480	3480	M	18	4	94122	18-24	college/grad student
3481	3481	M	50	17	08043	50-55	technician/engineer
3482	3482	F	45	7	30260	45-49	executive/managerial
3483	3483	M	18	4	28403	18-24	college/grad student
3484	3484	M	25	0	94121	25-34	other or not specified
3485	3485	F	18	0	98225	18-24	other or not specified
3486	3486	M	18	4	60611	18-24	college/grad student
3487	3487	M	45	17	80228	45-49	technician/engineer
3488	3488	M	18	4	60201	18-24	college/grad student
3489	3489	M	25	0	74136	25-34	other or not specified
3490	3490	M	25	16	28542	25-34	self-employed
3491	3491	M	35	7	77005	35-44	executive/managerial
3492	3492	M	25	17	61350	25-34	technician/engineer
3493	3493	M	25	1	28607	25-34	academic/educator
3494	3494	M	18	4	94608	18-24	college/grad student
3495	3495	M	35	5	92867	35-44	customer service
3496	3496	F	35	2	94109	35-44	artist
3497	3497	M	25	17	28052	25-34	technician/engineer
3498	3498	M	25	3	77006	25-34	clerical/admin
3499	3499	M	35	7	20650	35-44	executive/managerial
3500	3500	F	35	7	30309	35-44	executive/managerial
3501	3501	F	18	7	80503	18-24	executive/managerial
3502	3502	M	18	4	59715	18-24	college/grad student
3503	3503	M	18	7	02215	18-24	executive/managerial
3504	3504	F	25	15	55455	25-34	scientist
3505	3505	M	18	12	80503	18-24	programmer
3506	3506	M	25	0	02472	25-34	other or not specified
3507	3507	M	18	4	02151	18-24	college/grad student
3508	3508	M	18	4	02115	18-24	college/grad student
3509	3509	F	18	4	02142	18-24	college/grad student
3510	3510	M	50	0	88004	50-55	other or not specified
3511	3511	M	18	17	02140	18-24	technician/engineer
3512	3512	M	25	16	01890	25-34	self-employed
3513	3513	M	18	12	30318	18-24	programmer
3514	3514	M	35	3	55042	35-44	clerical/admin
3515	3515	M	18	4	42101	18-24	college/grad student
3516	3516	M	18	12	53713	18-24	programmer
3517	3517	F	18	7	11215	18-24	executive/managerial
3518	3518	F	25	14	11215	25-34	sales/marketing
3519	3519	M	25	0	40515	25-34	other or not specified
3520	3520	M	25	0	53213	25-34	other or not specified
3521	3521	M	18	0	97469	18-24	other or not specified
3522	3522	M	35	7	53404	35-44	executive/managerial
3523	3523	F	25	0	83355	25-34	other or not specified
3524	3524	F	18	4	02142	18-24	college/grad student
3525	3525	M	35	2	62263-3004	35-44	artist
3526	3526	M	25	0	53213	25-34	other or not specified
3527	3527	M	35	5	41144	35-44	customer service
3528	3528	F	45	1	97361	45-49	academic/educator
3529	3529	M	25	0	77058	25-34	other or not specified
3530	3530	F	25	11	55409	25-34	lawyer
3531	3531	F	35	14	10028	35-44	sales/marketing
3532	3532	M	25	2	55344	25-34	artist
3533	3533	M	35	17	68506	35-44	technician/engineer
3534	3534	M	45	18	77630	45-49	tradesman/craftsman
3535	3535	M	18	4	57103	18-24	college/grad student
3536	3536	M	1	10	97402	Under 18	K-12 student
3537	3537	M	35	0	40504	35-44	other or not specified
3538	3538	F	25	4	77006	25-34	college/grad student
3539	3539	M	18	17	57106	18-24	technician/engineer
3540	3540	M	25	3	02494	25-34	clerical/admin
3541	3541	M	25	15	14803	25-34	scientist
3542	3542	M	25	17	60659	25-34	technician/engineer
3543	3543	F	25	4	92507	25-34	college/grad student
3544	3544	M	35	12	92507	35-44	programmer
3545	3545	M	25	20	41706	25-34	writer
3546	3546	M	35	16	94108	35-44	self-employed
3547	3547	M	45	7	92965	45-49	executive/managerial
3548	3548	F	35	7	60137	35-44	executive/managerial
3549	3549	M	25	5	55447	25-34	customer service
3550	3550	F	56	0	98374	56+	other or not specified
3551	3551	F	35	2	02879	35-44	artist
3552	3552	M	35	16	61600	35-44	self-employed
3553	3553	M	25	15	15203	25-34	scientist
3554	3554	M	56	7	55430	56+	executive/managerial
3555	3555	M	25	17	03038	25-34	technician/engineer
3556	3556	M	18	5	48185	18-24	customer service
3557	3557	M	18	17	66044	18-24	technician/engineer
3558	3558	M	18	4	11364	18-24	college/grad student
3559	3559	F	25	6	74105	25-34	doctor/health care
3560	3560	M	35	14	63304	35-44	sales/marketing
3561	3561	F	25	6	32812	25-34	doctor/health care
3562	3562	M	25	2	33133	25-34	artist
3563	3563	M	25	11	02169	25-34	lawyer
3564	3564	M	25	18	53572	25-34	tradesman/craftsman
3565	3565	M	45	0	53818	45-49	other or not specified
3566	3566	M	25	14	54915	25-34	sales/marketing
3567	3567	M	25	0	98503	25-34	other or not specified
3568	3568	F	18	2	48823	18-24	artist
3569	3569	M	35	12	19050	35-44	programmer
3570	3570	M	18	4	10044	18-24	college/grad student
3571	3571	M	35	11	04287	35-44	lawyer
3572	3572	M	1	10	48867	Under 18	K-12 student
3573	3573	F	35	6	33314	35-44	doctor/health care
3574	3574	M	25	18	54915	25-34	tradesman/craftsman
3575	3575	M	50	7	68046	50-55	executive/managerial
3576	3576	F	56	0	00231	56+	other or not specified
3577	3577	M	50	3	96714	50-55	clerical/admin
3578	3578	M	18	0	32219	18-24	other or not specified
3579	3579	F	18	3	32219	18-24	clerical/admin
3580	3580	M	18	1	57382	18-24	academic/educator
3581	3581	F	35	0	52405	35-44	other or not specified
3582	3582	F	25	9	41075	25-34	homemaker
3583	3583	M	18	0	76543	18-24	other or not specified
3584	3584	M	35	20	60640	35-44	writer
3585	3585	M	35	20	60640	35-44	writer
3586	3586	M	35	3	93611	35-44	clerical/admin
3587	3587	M	25	2	90068	25-34	artist
3588	3588	F	45	0	80010	45-49	other or not specified
3589	3589	F	18	15	02115	18-24	scientist
3590	3590	M	35	6	96158	35-44	doctor/health care
3591	3591	F	56	2	99701	56+	artist
3592	3592	F	25	9	53719	25-34	homemaker
3593	3593	M	1	0	02322	Under 18	other or not specified
3594	3594	M	25	0	85024	25-34	other or not specified
3595	3595	F	35	4	19104	35-44	college/grad student
3596	3596	M	25	17	55446	25-34	technician/engineer
3597	3597	M	56	1	90210	56+	academic/educator
3598	3598	M	25	16	97378	25-34	self-employed
3599	3599	M	35	20	94506	35-44	writer
3600	3600	F	35	3	95405	35-44	clerical/admin
3601	3601	M	25	12	55443	25-34	programmer
3602	3602	F	35	7	78704	35-44	executive/managerial
3603	3603	F	1	10	02879	Under 18	K-12 student
3604	3604	M	18	12	60640	18-24	programmer
3605	3605	F	25	15	02445	25-34	scientist
3606	3606	M	35	17	32506	35-44	technician/engineer
3607	3607	F	35	9	02879	35-44	homemaker
3608	3608	F	25	17	48239	25-34	technician/engineer
3609	3609	M	18	6	30064	18-24	doctor/health care
3610	3610	M	25	2	84321	25-34	artist
3611	3611	M	25	14	29609	25-34	sales/marketing
3612	3612	M	25	0	37205	25-34	other or not specified
3613	3613	M	25	0	45458	25-34	other or not specified
3614	3614	M	25	17	76028	25-34	technician/engineer
3615	3615	M	45	0	33759	45-49	other or not specified
3616	3616	M	35	7	49034	35-44	executive/managerial
3617	3617	M	56	17	22657	56+	technician/engineer
3618	3618	M	50	16	97116	50-55	self-employed
3619	3619	M	25	7	94117	25-34	executive/managerial
3620	3620	M	18	4	33023	18-24	college/grad student
3621	3621	M	18	1	02446	18-24	academic/educator
3622	3622	M	35	11	43209	35-44	lawyer
3623	3623	M	25	12	60068	25-34	programmer
3624	3624	M	18	10	48439	18-24	K-12 student
3625	3625	M	25	17	75075	25-34	technician/engineer
3626	3626	F	35	1	85287	35-44	academic/educator
3627	3627	M	25	7	78731	25-34	executive/managerial
3628	3628	F	50	7	10022	50-55	executive/managerial
3629	3629	M	18	4	77005	18-24	college/grad student
3630	3630	M	18	4	77005	18-24	college/grad student
3631	3631	M	50	11	33881	50-55	lawyer
3632	3632	M	35	18	60441	35-44	tradesman/craftsman
3633	3633	M	50	1	88001	50-55	academic/educator
3634	3634	M	50	1	60062	50-55	academic/educator
3635	3635	M	25	0	06708	25-34	other or not specified
3636	3636	M	25	6	94127	25-34	doctor/health care
3637	3637	M	25	2	90038	25-34	artist
3638	3638	M	18	4	78250	18-24	college/grad student
3639	3639	M	35	7	02370	35-44	executive/managerial
3640	3640	M	25	0	92008	25-34	other or not specified
3641	3641	F	25	7	98188	25-34	executive/managerial
3642	3642	M	25	17	22302	25-34	technician/engineer
3643	3643	F	25	11	53711	25-34	lawyer
3644	3644	M	35	17	97232	35-44	technician/engineer
3645	3645	M	35	20	98106	35-44	writer
3646	3646	M	25	7	80202	25-34	executive/managerial
3647	3647	M	18	4	85210	18-24	college/grad student
3648	3648	F	25	0	94115	25-34	other or not specified
3649	3649	M	25	0	60611	25-34	other or not specified
3650	3650	M	25	14	98103	25-34	sales/marketing
3651	3651	M	25	12	94608	25-34	programmer
3652	3652	M	18	15	96661	18-24	scientist
3653	3653	M	25	17	94901	25-34	technician/engineer
3654	3654	F	25	7	94121	25-34	executive/managerial
3655	3655	F	45	5	34610	45-49	customer service
3656	3656	M	18	17	95121	18-24	technician/engineer
3657	3657	F	25	7	07090	25-34	executive/managerial
3658	3658	M	18	4	29649	18-24	college/grad student
3659	3659	M	35	7	15137	35-44	executive/managerial
3660	3660	M	35	12	08852	35-44	programmer
3661	3661	M	35	16	08753	35-44	self-employed
3662	3662	F	35	9	17055	35-44	homemaker
3663	3663	F	35	1	94043	35-44	academic/educator
3664	3664	M	25	0	95903	25-34	other or not specified
3665	3665	M	45	0	68144	45-49	other or not specified
3666	3666	F	1	10	10706	Under 18	K-12 student
3667	3667	F	45	7	33324	45-49	executive/managerial
3668	3668	M	25	14	60148	25-34	sales/marketing
3669	3669	M	45	14	55123	45-49	sales/marketing
3670	3670	M	25	4	98102	25-34	college/grad student
3671	3671	M	35	5	08406	35-44	customer service
3672	3672	M	25	2	10003	25-34	artist
3673	3673	M	25	20	29205	25-34	writer
3674	3674	M	35	7	06680	35-44	executive/managerial
3675	3675	F	35	12	48109	35-44	programmer
3676	3676	F	25	12	06906	25-34	programmer
3677	3677	M	25	0	06880	25-34	other or not specified
3678	3678	M	25	4	68108	25-34	college/grad student
3679	3679	F	25	1	94939	25-34	academic/educator
3680	3680	M	25	7	29662	25-34	executive/managerial
3681	3681	F	50	1	10706	50-55	academic/educator
3682	3682	M	25	2	30606	25-34	artist
3683	3683	M	25	17	83713	25-34	technician/engineer
3684	3684	M	25	5	55100	25-34	customer service
3685	3685	M	25	7	48070	25-34	executive/managerial
3686	3686	F	50	1	62221	50-55	academic/educator
3687	3687	M	18	6	21202	18-24	doctor/health care
3688	3688	M	25	0	80906	25-34	other or not specified
3689	3689	M	18	0	63116	18-24	other or not specified
3690	3690	M	25	7	21030	25-34	executive/managerial
3691	3691	M	35	17	89147	35-44	technician/engineer
3692	3692	M	25	15	94062	25-34	scientist
3693	3693	M	25	12	28227	25-34	programmer
3694	3694	M	25	2	98502	25-34	artist
3695	3695	M	35	7	19149	35-44	executive/managerial
3696	3696	M	25	15	68516	25-34	scientist
3697	3697	M	25	7	53202	25-34	executive/managerial
3698	3698	F	56	3	30127	56+	clerical/admin
3699	3699	M	25	14	10021	25-34	sales/marketing
3700	3700	M	35	1	92614	35-44	academic/educator
3701	3701	M	35	15	53095	35-44	scientist
3702	3702	M	18	12	97402	18-24	programmer
3703	3703	F	35	0	04255	35-44	other or not specified
3704	3704	M	45	7	30076	45-49	executive/managerial
3705	3705	M	25	12	46725	25-34	programmer
3706	3706	F	18	0	34744	18-24	other or not specified
3707	3707	M	56	7	30097	56+	executive/managerial
3708	3708	M	25	12	89502	25-34	programmer
3709	3709	M	1	10	02818	Under 18	K-12 student
3710	3710	M	35	0	32506	35-44	other or not specified
3711	3711	M	25	17	60042	25-34	technician/engineer
3712	3712	F	25	7	22201	25-34	executive/managerial
3713	3713	M	25	17	92111	25-34	technician/engineer
3714	3714	M	18	5	55428	18-24	customer service
3715	3715	M	18	12	36115	18-24	programmer
3716	3716	M	35	17	94533	35-44	technician/engineer
3717	3717	M	50	17	07728	50-55	technician/engineer
3718	3718	M	25	1	39759	25-34	academic/educator
3719	3719	M	45	7	43065	45-49	executive/managerial
3720	3720	M	25	15	94065	25-34	scientist
3721	3721	M	25	18	80538	25-34	tradesman/craftsman
3722	3722	M	25	14	53048	25-34	sales/marketing
3723	3723	M	35	6	77083	35-44	doctor/health care
3724	3724	M	18	4	32608	18-24	college/grad student
3725	3725	M	25	17	92882	25-34	technician/engineer
3726	3726	M	35	7	74401	35-44	executive/managerial
3727	3727	M	18	4	07030	18-24	college/grad student
3728	3728	M	18	4	20037	18-24	college/grad student
3729	3729	M	25	1	48911	25-34	academic/educator
3730	3730	M	25	17	67443	25-34	technician/engineer
3731	3731	M	25	17	60153	25-34	technician/engineer
3732	3732	M	18	4	02777	18-24	college/grad student
3733	3733	M	18	4	77840	18-24	college/grad student
3734	3734	M	25	0	10009	25-34	other or not specified
3735	3735	M	35	1	44242	35-44	academic/educator
3736	3736	M	25	14	37127	25-34	sales/marketing
3737	3737	M	45	7	01904-1355	45-49	executive/managerial
3738	3738	M	56	11	48070	56+	lawyer
3739	3739	M	18	5	55116	18-24	customer service
3740	3740	M	25	0	96818	25-34	other or not specified
3741	3741	M	25	0	90266	25-34	other or not specified
3742	3742	F	35	7	89128	35-44	executive/managerial
3743	3743	M	25	0	60645	25-34	other or not specified
3744	3744	F	25	9	49442	25-34	homemaker
3745	3745	M	25	5	54703	25-34	customer service
3746	3746	M	45	13	89109	45-49	retired
3747	3747	M	18	4	02026	18-24	college/grad student
3748	3748	F	25	0	60664	25-34	other or not specified
3749	3749	F	18	4	94116	18-24	college/grad student
3750	3750	F	35	12	55555	35-44	programmer
3751	3751	F	18	1	86314	18-24	academic/educator
3752	3752	M	25	7	42518	25-34	executive/managerial
3753	3753	M	56	7	94612	56+	executive/managerial
3754	3754	F	50	14	08810	50-55	sales/marketing
3755	3755	M	18	12	53188	18-24	programmer
3756	3756	M	25	7	92612	25-34	executive/managerial
3757	3757	F	35	5	02021	35-44	customer service
3758	3758	M	35	6	54751	35-44	doctor/health care
3759	3759	M	50	0	55128	50-55	other or not specified
3760	3760	M	25	17	27613	25-34	technician/engineer
3761	3761	M	50	6	11746	50-55	doctor/health care
3762	3762	M	25	2	98502	25-34	artist
3763	3763	M	25	1	06111	25-34	academic/educator
3764	3764	F	50	3	34744	50-55	clerical/admin
3765	3765	F	18	1	45458	18-24	academic/educator
3766	3766	M	25	0	94305	25-34	other or not specified
3767	3767	M	25	4	86314	25-34	college/grad student
3768	3768	M	25	15	02446	25-34	scientist
3769	3769	F	35	3	50322	35-44	clerical/admin
3770	3770	M	25	1	14982	25-34	academic/educator
3771	3771	M	35	17	06074	35-44	technician/engineer
3772	3772	M	35	6	50265	35-44	doctor/health care
3773	3773	M	25	0	52556	25-34	other or not specified
3774	3774	M	35	12	14619	35-44	programmer
3775	3775	F	25	4	50265	25-34	college/grad student
3776	3776	M	18	4	23112	18-24	college/grad student
3777	3777	M	25	0	61832	25-34	other or not specified
3778	3778	F	45	2	98383	45-49	artist
3779	3779	M	1	0	46979	Under 18	other or not specified
3780	3780	F	56	11	54401	56+	lawyer
3781	3781	F	25	0	94602	25-34	other or not specified
3782	3782	M	25	7	97267	25-34	executive/managerial
3783	3783	F	25	1	98027	25-34	academic/educator
3784	3784	F	25	20	93401	25-34	writer
3785	3785	F	25	0	94115	25-34	other or not specified
3786	3786	F	25	0	94703	25-34	other or not specified
3787	3787	F	18	0	94587	18-24	other or not specified
3788	3788	F	25	0	94110	25-34	other or not specified
3789	3789	F	25	17	94618	25-34	technician/engineer
3790	3790	M	50	18	60516	50-55	tradesman/craftsman
3791	3791	M	25	6	68108	25-34	doctor/health care
3792	3792	M	18	4	21093	18-24	college/grad student
3793	3793	F	18	4	53211	18-24	college/grad student
3794	3794	F	18	4	91405	18-24	college/grad student
3795	3795	M	45	14	02021	45-49	sales/marketing
3796	3796	M	25	7	02420	25-34	executive/managerial
3797	3797	M	25	7	48326	25-34	executive/managerial
3798	3798	M	18	0	17844	18-24	other or not specified
3799	3799	M	18	1	45458	18-24	academic/educator
3800	3800	M	18	12	36115	18-24	programmer
3801	3801	M	18	0	94520	18-24	other or not specified
3802	3802	F	35	9	19006	35-44	homemaker
3803	3803	M	25	6	06511	25-34	doctor/health care
3804	3804	F	35	1	89031	35-44	academic/educator
3805	3805	M	18	4	55104	18-24	college/grad student
3806	3806	F	35	19	32095	35-44	unemployed
3807	3807	M	25	7	60010	25-34	executive/managerial
3808	3808	M	35	6	20650	35-44	doctor/health care
3809	3809	M	50	7	20016	50-55	executive/managerial
3810	3810	M	25	15	98103	25-34	scientist
3811	3811	M	35	17	78749	35-44	technician/engineer
3812	3812	M	35	7	80910	35-44	executive/managerial
3813	3813	M	25	15	98102	25-34	scientist
3814	3814	M	25	17	53406	25-34	technician/engineer
3815	3815	F	25	3	90020	25-34	clerical/admin
3816	3816	M	35	3	20122	35-44	clerical/admin
3817	3817	M	45	17	32837	45-49	technician/engineer
3818	3818	M	25	12	36115	25-34	programmer
3819	3819	M	25	17	90804	25-34	technician/engineer
3820	3820	M	25	20	44313	25-34	writer
3821	3821	M	45	20	98027	45-49	writer
3822	3822	M	56	7	93711	56+	executive/managerial
3823	3823	M	25	17	32308	25-34	technician/engineer
3824	3824	M	18	1	06279	18-24	academic/educator
3825	3825	M	25	1	48105	25-34	academic/educator
3826	3826	M	50	2	87020	50-55	artist
3827	3827	M	25	20	92101	25-34	writer
3828	3828	F	25	1	22307	25-34	academic/educator
3829	3829	M	18	4	60630	18-24	college/grad student
3830	3830	F	18	6	84780	18-24	doctor/health care
3831	3831	F	25	7	43214	25-34	executive/managerial
3832	3832	M	25	1	68516	25-34	academic/educator
3833	3833	M	18	2	02322	18-24	artist
3834	3834	M	25	7	40515	25-34	executive/managerial
3835	3835	F	50	8	84770	50-55	farmer
3836	3836	M	25	17	28804	25-34	technician/engineer
3837	3837	F	25	14	10033	25-34	sales/marketing
3838	3838	M	50	14	02651	50-55	sales/marketing
3839	3839	F	25	0	02176	25-34	other or not specified
3840	3840	M	45	18	26101	45-49	tradesman/craftsman
3841	3841	F	35	16	92054	35-44	self-employed
3842	3842	F	1	10	32043	Under 18	K-12 student
3843	3843	M	18	4	73071	18-24	college/grad student
3844	3844	M	25	12	94065	25-34	programmer
3845	3845	M	35	0	33884	35-44	other or not specified
3846	3846	M	25	7	12801	25-34	executive/managerial
3847	3847	M	25	15	70809-2612	25-34	scientist
3848	3848	M	35	0	14086	35-44	other or not specified
3849	3849	M	18	3	92278	18-24	clerical/admin
3850	3850	M	25	12	60657	25-34	programmer
3851	3851	M	50	16	60302	50-55	self-employed
3852	3852	M	25	14	92614	25-34	sales/marketing
3853	3853	M	25	14	30340	25-34	sales/marketing
3854	3854	M	25	17	20886	25-34	technician/engineer
3855	3855	F	35	20	93449	35-44	writer
3856	3856	M	18	14	08822	18-24	sales/marketing
3857	3857	F	45	9	63119	45-49	homemaker
3858	3858	M	25	0	89145	25-34	other or not specified
3859	3859	M	45	17	44129	45-49	technician/engineer
3860	3860	M	18	4	12604	18-24	college/grad student
3861	3861	M	25	17	10025	25-34	technician/engineer
3862	3862	M	25	0	94558	25-34	other or not specified
3863	3863	M	50	20	29630	50-55	writer
3864	3864	F	1	10	95864	Under 18	K-12 student
3865	3865	M	45	14	63130	45-49	sales/marketing
3866	3866	M	35	3	45215	35-44	clerical/admin
3867	3867	M	18	12	73112	18-24	programmer
3868	3868	M	18	17	63544	18-24	technician/engineer
3869	3869	M	25	17	95050	25-34	technician/engineer
3870	3870	M	18	4	64468	18-24	college/grad student
